SKU,Producto,Categoria,Marca,Precio,Stock,Fecha_Ingreso,Proveedor
SKU-10629,Juego de Sartenes Antiadherentes,Hogar y Cocina,Under Armour,4690.91,228.0,13/02/2025,Distribuidora Sur Express
SKU-10630,Camisa Casual Manga Larga,Ropa y Calzado,Under Armour,1501.96,172.0,21/07/2025,Distribuidora Sur Express
SKU-10631,"Televisor Smart TV 55""",Electrónica,Nike,9575.2,160.0,,Distribuidora Global S.A.
SKU-10632,Set de Brochas Cosméticas,Belleza,Levis,750.27,227.0,24/06/2025,Distribuidora Sur Express
SKU-10633,Mancuernas de Neopreno 5kg,Deportes,,10272.41,64.0,08/12/2025,Distribuidora Nacional
SKU-10634,Camisa Casual Manga Larga,Ropa y Calzado,Levis,409.66,32.0,2025-08-18,Distribuidora Sur Express
SKU-10635,Perfume Floral Dama 100ml,Belleza,Sony,729.15,79.0,21/02/2025,Distribuidora Sur Express
SKU-10636,Cafetera de Filtro Eléctrica,hogar y cocina,Adidas,6689.82,226.0,2025-11-05,Distribuidora del Norte
SKU-10637,"Televisor Smart TV 55""",Electrónica,Under Armour,,166.0,15/08/2025,Distribuidora Comercial Integradora
SKU-10638,Cojín Decorativo Algodón,Hogar y Cocina,Zara,1388.01,276.0,19/03/2025,Distribuidora Comercial Integradora
SKU-10639,Mochila de Senderismo 40L,Deportes,Under Armour,,158.0,16/06/2025,Distribuidora Nacional
SKU-10640,Tapete de Yoga Antideslizante,Deportes,Philips,5034.62,79.0,2025-05-01,Distribuidora del Norte
SKU-10641,Juego de Sartenes Antiadherentes,Hogar y Cocina,Zara,4907.87,,2025-08-10,Distribuidora Sur Express
SKU-10642,Cojín Decorativo Algodón,Hogar y Cocina,Adidas,7210.55,280.0,2025-06-07,Distribuidora Comercial Integradora
SKU-10643,  Bicicleta de Montaña R26  ,Deportes,Adidas,2084.74,330.0,2025-07-27,Distribuidora Global S.A.
SKU-10644,Smartphone Android 128GB,Electrónica,Under Armour,7129.7,313.0,2025-12-22,Distribuidora Comercial Integradora
SKU-10645,Juego de Sábanas Matrimonial,Hogar y Cocina,Adidas,7709.64,93.0,2025-03-10,Distribuidora Sur Express
SKU-10646,Secador de Cabello Iónico,Belleza,Oster,1780.83,,2025-04-11,Distribuidora Nacional
SKU-10647,Perfume Floral Dama 100ml,Belleza,Nike,2433.57,144.0,05/05/2025,Distribuidora Nacional
SKU-10648,Jeans de Mezclilla Hombre,Ropa y Calzado,Nike,272.82,111.0,2025-06-14,Distribuidora Sur Express
SKU-10649,Juego de Sábanas Matrimonial,Hogar y Cocina,,7163.54,169.0,27/02/2025,Distribuidora del Norte
SKU-10650,Consola de Videojuegos 1TB,Electrónica,HP,10721.91,278.0,2025-08-06,Distribuidora Global S.A.
SKU-10651,Balón de Fútbol Profesional,Deportes,Sony,11698.99,127.0,25/07/2025,Distribuidora del Norte
SKU-10652,Auriculares Bluetooth inalámbricos,ELECTRÓNICA,Zara,18780.09,48.0,22/09/2025,Distribuidora Sur Express
SKU-10653,Botella de Agua Térmica,Deportes,Oster,11244.15,81.0,2025-11-24,Distribuidora Comercial Integradora
SKU-10654,Perfume Floral Dama 100ml,Belleza,,,152.0,12/04/2025,Distribuidora del Norte
SKU-10655,Auriculares Bluetooth inalámbricos,Electrónica,Under Armour,11702.8,7.0,2025-03-26,Distribuidora Nacional
SKU-10656,Mancuernas de Neopreno 5kg,,Samsung,11630.69,297.0,16/12/2025,Distribuidora del Norte
SKU-10657,Licuadora de Alta Potencia,Hogar y Cocina,Adidas,1586.75,46.0,2025-11-20,Distribuidora Nacional
SKU-10658,Consola de Videojuegos 1TB,Electrónica,Under Armour,,274.0,2025-02-05,Distribuidora Global S.A.
SKU-10659,Set de Brochas Cosméticas,Belleza,HP,932.91,224.0,2025-12-07,Distribuidora Sur Express
SKU-10660,Aspiradora Robot Inteligente,hogar y cocina,Nike,2405.13,20.0,2025-08-23,Distribuidora Global S.A.
SKU-10661,Set de Brochas Cosméticas,BELLEZA,Zara,554.65,95.0,2025-09-12,Distribuidora Sur Express
SKU-10662,Cojín Decorativo Algodón,Hogar y Cocina,Lenovo,5078.78,35.0,2025-09-05,Distribuidora Global S.A.
SKU-10663,  Kit de Maquillaje Profesional  ,Belleza,Zara,100.73,326.0,13/09/2025,Distribuidora Nacional
SKU-10664,Kit de Maquillaje Profesional,belleza,HP,1588.09,164.0,03/12/2025,Distribuidora Comercial Integradora
SKU-10665,Mancuernas de Neopreno 5kg,Deportes,Loreal,8246.21,282.0,2025-03-20,Distribuidora Sur Express
SKU-10666,Licuadora de Alta Potencia,Hogar y Cocina,Sony,4803.16,34.0,27/01/2025,Distribuidora del Norte
SKU-10667,Auriculares Bluetooth inalámbricos,Electrónica,Sony,12906.2,50.0,19/01/2025,Distribuidora Sur Express
SKU-10668,Mochila de Senderismo 40L,Deportes,Maybelline,8460.57,131.0,2025-01-12,Distribuidora Nacional
SKU-10669,Auriculares Bluetooth inalámbricos,Electrónica,Under Armour,13048.03,40.0,26/08/2025,Distribuidora Global S.A.
SKU-10670,Set de Brochas Cosméticas,Belleza,Levis,2072.69,29.0,09/10/2025,Distribuidora Nacional
SKU-10671,Licuadora de Alta Potencia,Hogar y Cocina,,8652.16,49.0,2025-02-24,Distribuidora Sur Express
SKU-10672,  Camisa Casual Manga Larga  ,Ropa y Calzado,Loreal,,291.0,06/11/2025,Distribuidora Comercial Integradora
SKU-10673,Botella de Agua Térmica,Deportes,Sony,9230.46,295.0,2025-06-22,Distribuidora Sur Express
SKU-10674,Auriculares Bluetooth inalámbricos,,HP,5739.32,205.0,11/09/2025,Distribuidora Comercial Integradora
SKU-10675,Secador de Cabello Iónico,Belleza,Philips,2265.87,281.0,2025-06-28,Distribuidora Sur Express
SKU-10676,Cojín Decorativo Algodón,Hogar y Cocina,Adidas,5154.67,109.0,25/07/2025,Distribuidora Global S.A.
SKU-10677,Juego de Sábanas Matrimonial,Hogar y Cocina,Zara,8645.45,0.0,02/12/2025,Distribuidora Comercial Integradora
SKU-10678,"Laptop Portátil 15.6""",ELECTRÓNICA,Nike,24845.18,154.0,10/01/2025,Distribuidora del Norte
SKU-10679,Licuadora de Alta Potencia,Hogar y Cocina,HP,7432.07,141.0,17/09/2025,Distribuidora Comercial Integradora
SKU-10680,Jeans de Mezclilla Hombre,,Samsung,963.57,79.0,2025-03-09,Distribuidora Comercial Integradora
SKU-10681,Camisa Casual Manga Larga,Ropa y Calzado,Oster,1507.17,47.0,13/10/2025,Distribuidora del Norte
SKU-10682,"Tablet HD 10""",Electrónica,Philips,20133.25,88.0,27/08/2025,Distribuidora Comercial Integradora
SKU-10683,"Laptop Portátil 15.6""",electrónica,Under Armour,8559.24,295.0,03/07/2025,Distribuidora Global S.A.
SKU-10684,  Juego de Sábanas Matrimonial  ,Hogar y Cocina,Levis,8385.17,,24/04/2025,Distribuidora Comercial Integradora
SKU-10685,"Tablet HD 10""",Electrónica,HP,16356.55,27.0,2025-05-17,Distribuidora Comercial Integradora
SKU-10686,Crema Hidratante Facial,belleza,Philips,1305.27,113.0,02/03/2025,Distribuidora Sur Express
SKU-10687,Mochila de Senderismo 40L,DEPORTES,Maybelline,6131.04,113.0,10/07/2025,Distribuidora del Norte
SKU-10688,Tenis Deportivos Running,ropa y calzado,Sony,987.57,25.0,2025-09-13,Distribuidora Sur Express
SKU-10689,Secador de Cabello Iónico,,HP,,69.0,2025-08-18,Distribuidora Sur Express
SKU-10690,Crema Hidratante Facial,Belleza,Loreal,1578.01,268.0,2025-04-08,Distribuidora Sur Express
SKU-10691,Aspiradora Robot Inteligente,hogar y cocina,Maybelline,987.43,343.0,2025-07-14,Distribuidora del Norte
SKU-10692,Juego de Sartenes Antiadherentes,Hogar y Cocina,Maybelline,5966.61,156.0,12/03/2025,Distribuidora Sur Express
SKU-10693,Crema Hidratante Facial,Belleza,Zara,206.75,119.0,2025-04-22,Distribuidora Nacional
SKU-10694,"Tablet HD 10""",Electrónica,Samsung,7211.64,317.0,28/03/2025,Distribuidora Global S.A.
SKU-10695,Consola de Videojuegos 1TB,Electrónica,Xiaomi,20400.6,,2025-08-16,Distribuidora del Norte
SKU-10696,  Crema Hidratante Facial  ,Belleza,Adidas,1410.96,132.0,16/09/2025,Distribuidora del Norte
SKU-10697,Smartphone Android 128GB,Electrónica,Maybelline,22791.95,269.0,2025-01-09,Distribuidora Global S.A.
SKU-10698,Sudadera con Capucha,Ropa y Calzado,Maybelline,670.49,238.0,2025-11-01,Distribuidora Global S.A.
SKU-10699,Licuadora de Alta Potencia,Hogar y Cocina,Samsung,2772.96,332.0,08/07/2025,Distribuidora Comercial Integradora
SKU-10700,Consola de Videojuegos 1TB,Electrónica,Zara,21869.16,272.0,2025-02-06,Distribuidora Sur Express
SKU-10701,Set de Brochas Cosméticas,belleza,Samsung,194.45,271.0,2025-05-11,Distribuidora del Norte
SKU-10702,Consola de Videojuegos 1TB,Electrónica,Under Armour,9769.96,320.0,08/05/2025,Distribuidora Comercial Integradora
SKU-10703,Licuadora de Alta Potencia,Hogar y Cocina,Under Armour,2466.58,198.0,18/01/2025,Distribuidora del Norte
SKU-10704,Tenis Deportivos Running,Ropa y Calzado,Levis,1268.24,44.0,13/12/2025,Distribuidora Comercial Integradora
SKU-10705,Chaqueta de Invierno Impermeable,Ropa y Calzado,,1137.99,218.0,,Distribuidora Comercial Integradora
SKU-10706,Camisa Casual Manga Larga,,Under Armour,464.79,277.0,2025-11-26,Distribuidora del Norte
SKU-10707,Aspiradora Robot Inteligente,Hogar y Cocina,Xiaomi,8107.06,69.0,2025-07-25,Distribuidora Comercial Integradora
SKU-10708,  Tenis Deportivos Running  ,Ropa y Calzado,Sony,1113.88,60.0,11/03/2025,Distribuidora del Norte
SKU-10709,Consola de Videojuegos 1TB,Electrónica,Levis,24088.11,155.0,,Distribuidora Global S.A.
SKU-10710,Camisa Casual Manga Larga,ropa y calzado,Sony,453.9,13.0,2025-10-20,Distribuidora Comercial Integradora
SKU-10711,  Crema Hidratante Facial  ,Belleza,,656.47,13.0,03/06/2025,Distribuidora Sur Express
SKU-10712,Vestido Casual de Verano,Ropa y Calzado,Lenovo,1187.3,332.0,06/06/2025,Distribuidora Sur Express
SKU-10713,Mancuernas de Neopreno 5kg,deportes,Nike,,16.0,25/07/2025,Distribuidora Global S.A.
SKU-10714,Mancuernas de Neopreno 5kg,Deportes,Xiaomi,8105.37,,2025-04-03,Distribuidora Sur Express
SKU-10715,Secador de Cabello Iónico,Belleza,Xiaomi,,234.0,2025-04-14,Distribuidora Nacional
SKU-10716,Set de Brochas Cosméticas,Belleza,Lenovo,1012.28,160.0,20/07/2025,Distribuidora Comercial Integradora
SKU-10717,Sérum Ácido Hialurónico,Belleza,Loreal,1638.99,19.0,2025-09-04,Distribuidora Nacional
SKU-10718,Vestido Casual de Verano,Ropa y Calzado,Loreal,863.2,20.0,,Distribuidora Nacional
SKU-10719,Tenis Deportivos Running,Ropa y Calzado,Zara,866.96,,2025-05-15,Distribuidora Global S.A.
SKU-10720,Perfume Floral Dama 100ml,Belleza,Xiaomi,1340.24,72.0,27/08/2025,Distribuidora Nacional
SKU-10721,Perfume Floral Dama 100ml,Belleza,Nike,1968.73,279.0,2025-03-13,Distribuidora Sur Express
SKU-10722,Auriculares Bluetooth inalámbricos,Electrónica,Zara,15372.41,103.0,2025-08-03,Distribuidora del Norte
SKU-10723,"Televisor Smart TV 55""",Electrónica,Sony,18096.33,324.0,03/06/2025,Distribuidora Sur Express
SKU-10724,Sérum Ácido Hialurónico,Belleza,Nike,1008.21,194.0,2025-01-25,Distribuidora Global S.A.
SKU-10725,Set de Brochas Cosméticas,Belleza,Lenovo,459.37,74.0,25/03/2025,Distribuidora Sur Express
SKU-10726,Juego de Sartenes Antiadherentes,Hogar y Cocina,Xiaomi,6962.95,228.0,2025-05-21,Distribuidora del Norte
SKU-10727,Jeans de Mezclilla Hombre,Ropa y Calzado,Maybelline,1436.36,6.0,16/08/2025,Distribuidora Comercial Integradora
SKU-10728,"Laptop Portátil 15.6""",Electrónica,Zara,7090.14,301.0,2025-11-16,Distribuidora Sur Express
SKU-10729,"Laptop Portátil 15.6""",Electrónica,Maybelline,1654.47,280.0,20/05/2025,Distribuidora del Norte
SKU-10730,Auriculares Bluetooth inalámbricos,,Nike,2794.0,178.0,05/01/2025,Distribuidora Comercial Integradora
SKU-10731,Kit de Maquillaje Profesional,Belleza,Philips,2308.84,,14/02/2025,Distribuidora del Norte
SKU-10732,Cojín Decorativo Algodón,Hogar y Cocina,,6284.32,304.0,26/10/2025,Distribuidora Sur Express
SKU-10733,Kit de Maquillaje Profesional,Belleza,Samsung,322.6,153.0,12/06/2025,Distribuidora Nacional
SKU-10734,Mochila de Senderismo 40L,Deportes,Sony,3620.07,68.0,23/02/2025,Distribuidora Global S.A.
SKU-10735,Secador de Cabello Iónico,Belleza,,602.84,107.0,2025-10-02,Distribuidora Comercial Integradora
SKU-10736,  Smartphone Android 128GB  ,Electrónica,Xiaomi,17683.38,147.0,20/07/2025,Distribuidora Global S.A.
SKU-10737,Sérum Ácido Hialurónico,Belleza,Maybelline,948.6,66.0,2025-10-19,Distribuidora Sur Express
SKU-10738,Mancuernas de Neopreno 5kg,DEPORTES,Maybelline,2907.75,148.0,2025-04-01,Distribuidora Sur Express
SKU-10739,"Tablet HD 10""",Electrónica,Lenovo,6372.27,315.0,2025-07-14,Distribuidora Global S.A.
SKU-10740,Set de Brochas Cosméticas,Belleza,Adidas,126.12,103.0,2025-12-10,Distribuidora Nacional
SKU-10741,Juego de Sartenes Antiadherentes,Hogar y Cocina,Loreal,,3.0,2025-02-22,Distribuidora Sur Express
SKU-10742,Sérum Ácido Hialurónico,Belleza,Samsung,2096.73,99.0,,Distribuidora Sur Express
SKU-10743,Balón de Fútbol Profesional,deportes,Under Armour,1758.68,79.0,15/11/2025,Distribuidora Comercial Integradora
SKU-10744,Juego de Sábanas Matrimonial,Hogar y Cocina,HP,7363.67,28.0,10/09/2025,Distribuidora Global S.A.
SKU-10745,Sérum Ácido Hialurónico,Belleza,Samsung,599.04,350.0,26/06/2025,Distribuidora Global S.A.
SKU-10746,Auriculares Bluetooth inalámbricos,Electrónica,Oster,21257.37,173.0,21/07/2025,Distribuidora del Norte
SKU-10747,Sérum Ácido Hialurónico,Belleza,Levis,548.9,59.0,,Distribuidora Nacional
SKU-10748,Juego de Sábanas Matrimonial,Hogar y Cocina,Sony,4573.08,121.0,15/06/2025,Distribuidora Global S.A.
SKU-10749,Vestido Casual de Verano,Ropa y Calzado,Oster,521.27,191.0,2025-01-25,Distribuidora Nacional
SKU-10750,Mochila de Senderismo 40L,Deportes,Samsung,9618.45,256.0,2025-03-07,Distribuidora Sur Express
SKU-10751,Kit de Maquillaje Profesional,Belleza,HP,884.94,50.0,22/09/2025,Distribuidora del Norte
SKU-10752,Smartphone Android 128GB,Electrónica,Levis,18271.42,267.0,2025-02-01,Distribuidora Nacional
SKU-10753,Perfume Floral Dama 100ml,Belleza,Philips,1219.97,23.0,17/02/2025,Distribuidora Global S.A.
SKU-10754,"Laptop Portátil 15.6""",,HP,8835.36,107.0,2025-06-07,Distribuidora Global S.A.
SKU-10755,Kit de Maquillaje Profesional,belleza,HP,1158.12,60.0,2025-05-05,Distribuidora Nacional
SKU-10756,"Laptop Portátil 15.6""",Electrónica,Loreal,13580.43,105.0,,Distribuidora Global S.A.
SKU-10757,Sudadera con Capucha,Ropa y Calzado,HP,689.06,125.0,2025-03-03,Distribuidora Global S.A.
SKU-10758,Secador de Cabello Iónico,Belleza,Samsung,411.31,241.0,2025-11-02,Distribuidora Nacional
SKU-10759,Smartphone Android 128GB,Electrónica,Levis,5706.1,305.0,21/10/2025,Distribuidora Sur Express
SKU-10760,Kit de Maquillaje Profesional,,Oster,896.93,101.0,,Distribuidora Comercial Integradora
SKU-10761,Smartphone Android 128GB,Electrónica,Maybelline,4597.19,239.0,2025-02-15,Distribuidora Sur Express
SKU-10762,Mancuernas de Neopreno 5kg,Deportes,Adidas,1853.1,315.0,2025-05-12,Distribuidora Global S.A.
SKU-10763,Juego de Sábanas Matrimonial,Hogar y Cocina,Zara,465.32,243.0,2025-02-12,Distribuidora del Norte
SKU-10764,Juego de Sartenes Antiadherentes,Hogar y Cocina,Maybelline,5256.17,260.0,13/02/2025,Distribuidora Nacional
SKU-10765,Cojín Decorativo Algodón,Hogar y Cocina,Under Armour,823.13,154.0,2025-09-15,Distribuidora Sur Express
SKU-10766,Vestido Casual de Verano,Ropa y Calzado,,1099.32,246.0,2025-07-03,Distribuidora Comercial Integradora
SKU-10767,Bicicleta de Montaña R26,Deportes,Maybelline,9479.82,278.0,2025-12-08,Distribuidora Nacional
SKU-10768,  Secador de Cabello Iónico  ,Belleza,Sony,1520.78,237.0,2025-06-18,Distribuidora Sur Express
SKU-10769,Tenis Deportivos Running,Ropa y Calzado,Levis,357.89,55.0,27/11/2025,Distribuidora Sur Express
SKU-10770,Juego de Sábanas Matrimonial,Hogar y Cocina,Under Armour,6008.45,46.0,2025-04-27,Distribuidora Comercial Integradora
SKU-10771,Auriculares Bluetooth inalámbricos,Electrónica,Under Armour,5006.59,272.0,13/05/2025,Distribuidora Sur Express
SKU-10772,Camisa Casual Manga Larga,Ropa y Calzado,Under Armour,1610.01,153.0,26/10/2025,Distribuidora Global S.A.
SKU-10773,Botella de Agua Térmica,DEPORTES,Philips,11884.93,298.0,20/01/2025,Distribuidora Sur Express
SKU-10774,Tenis Deportivos Running,Ropa y Calzado,Samsung,,281.0,01/01/2025,Distribuidora Global S.A.
SKU-10775,Consola de Videojuegos 1TB,Electrónica,Lenovo,2232.84,221.0,2025-12-19,Distribuidora Global S.A.
SKU-10776,Bicicleta de Montaña R26,Deportes,Levis,5307.0,108.0,2025-11-06,Distribuidora del Norte
SKU-10777,Secador de Cabello Iónico,Belleza,Lenovo,2318.68,213.0,10/03/2025,Distribuidora del Norte
SKU-10778,Jeans de Mezclilla Hombre,Ropa y Calzado,Sony,,73.0,,Distribuidora del Norte
SKU-10779,Auriculares Bluetooth inalámbricos,Electrónica,Under Armour,20439.63,233.0,20/12/2025,Distribuidora Comercial Integradora
SKU-10780,Chaqueta de Invierno Impermeable,Ropa y Calzado,Loreal,907.39,230.0,2025-07-12,Distribuidora Sur Express
SKU-10781,Perfume Floral Dama 100ml,Belleza,Maybelline,1295.07,121.0,2025-12-17,Distribuidora Comercial Integradora
SKU-10782,Kit de Maquillaje Profesional,Belleza,Samsung,2447.74,290.0,2025-08-23,Distribuidora Comercial Integradora
SKU-10783,Botella de Agua Térmica,Deportes,Sony,1833.74,269.0,15/05/2025,Distribuidora Comercial Integradora
SKU-10784,Perfume Floral Dama 100ml,Belleza,,1233.36,339.0,03/11/2025,Distribuidora Comercial Integradora
SKU-10785,Kit de Maquillaje Profesional,Belleza,Maybelline,225.71,175.0,2025-09-25,Distribuidora Sur Express
SKU-10786,Secador de Cabello Iónico,belleza,Maybelline,1860.89,215.0,2025-06-26,Distribuidora del Norte
SKU-10787,"Tablet HD 10""",Electrónica,Maybelline,19111.49,288.0,02/05/2025,Distribuidora Comercial Integradora
SKU-10788,Vestido Casual de Verano,Ropa y Calzado,Samsung,1267.3,149.0,2025-12-20,Distribuidora Sur Express
SKU-10789,  Auriculares Bluetooth inalámbricos  ,Electrónica,Loreal,3306.26,142.0,05/05/2025,Distribuidora Global S.A.
SKU-10790,Licuadora de Alta Potencia,Hogar y Cocina,Xiaomi,1180.63,89.0,,Distribuidora Sur Express
SKU-10791,Cafetera de Filtro Eléctrica,Hogar y Cocina,Oster,7085.24,,06/08/2025,Distribuidora Nacional
SKU-10792,Licuadora de Alta Potencia,hogar y cocina,Nike,5439.79,78.0,25/08/2025,Distribuidora Sur Express
SKU-10793,Sudadera con Capucha,Ropa y Calzado,Zara,1375.3,85.0,19/04/2025,Distribuidora Global S.A.
SKU-10794,"Tablet HD 10""",electrónica,Oster,,59.0,2025-01-06,Distribuidora Sur Express
SKU-10795,Juego de Sábanas Matrimonial,Hogar y Cocina,Xiaomi,8543.62,272.0,13/04/2025,Distribuidora Sur Express
SKU-10796,  Tapete de Yoga Antideslizante  ,Deportes,Nike,6435.74,222.0,10/01/2025,Distribuidora Sur Express
SKU-10797,Botella de Agua Térmica,Deportes,Philips,11546.89,349.0,04/01/2025,Distribuidora Global S.A.
SKU-10798,Mochila de Senderismo 40L,Deportes,Under Armour,10321.51,171.0,09/05/2025,Distribuidora Global S.A.
SKU-10799,Secador de Cabello Iónico,Belleza,Zara,1955.34,123.0,22/12/2025,Distribuidora del Norte
SKU-10696,Crema Hidratante Facial,BELLEZA,Adidas,1410.96,132.0,16/09/2025,Distribuidora del Norte
SKU-10667,Auriculares Bluetooth inalámbricos,Electrónica,Sony,12906.2,50.0,19/01/2025,Distribuidora Sur Express
SKU-10063,Mancuernas de Neopreno 5kg,Deportes,Nike,7924.29,2.0,2025-02-25,Distribuidora del Norte
SKU-10533,Perfume Floral Dama 100ml,Belleza,Samsung,1013.47,27.0,2025-11-02,Distribuidora del Norte
SKU-10066,Mochila de Senderismo 40L,Deportes,Zara,10781.92,243.0,09/08/2025,Distribuidora Global S.A.
SKU-10621,Juego de Sábanas Matrimonial,Hogar y Cocina,Maybelline,3218.25,94.0,,Distribuidora Global S.A.
SKU-10346,Crema Hidratante Facial,Belleza,,2494.48,247.0,2025-02-10,Distribuidora Nacional
SKU-10490,Cojín Decorativo Algodón,Hogar y Cocina,Adidas,356.66,2.0,2025-11-24,Distribuidora Global S.A.
SKU-10760,Kit de Maquillaje Profesional,Belleza,Oster,896.93,101.0,25/12/2025,Distribuidora Comercial Integradora
SKU-10456,Balón de Fútbol Profesional,deportes,,5309.41,321.0,27/03/2025,Distribuidora Global S.A.
SKU-10065,Sérum Ácido Hialurónico,Belleza,Philips,2380.05,226.0,27/10/2025,Distribuidora Comercial Integradora
SKU-10286,Vestido Casual de Verano,Ropa y Calzado,Sony,320.2,176.0,03/12/2025,Distribuidora Nacional
SKU-10635,Perfume Floral Dama 100ml,Belleza,Sony,729.15,79.0,21/02/2025,Distribuidora Sur Express
SKU-10067,Secador de Cabello Iónico,,Under Armour,673.43,225.0,2025-02-23,Distribuidora Global S.A.
SKU-10327,"Televisor Smart TV 55""",Electrónica,Oster,5124.19,324.0,2025-03-24,Distribuidora Global S.A.
SKU-10395,Auriculares Bluetooth inalámbricos,Electrónica,Zara,23895.88,267.0,26/09/2025,Distribuidora Global S.A.
SKU-10244,Consola de Videojuegos 1TB,Electrónica,Zara,7326.09,49.0,10/01/2025,Distribuidora Comercial Integradora
SKU-10377,"Tablet HD 10""",Electrónica,Philips,7384.15,190.0,2025-11-21,Distribuidora Sur Express
SKU-10610,Perfume Floral Dama 100ml,Belleza,Zara,378.16,34.0,21/07/2025,Distribuidora del Norte
SKU-10526,Crema Hidratante Facial,Belleza,Xiaomi,1488.11,65.0,13/02/2025,Distribuidora Comercial Integradora
SKU-10658,Consola de Videojuegos 1TB,Electrónica,Under Armour,5117.08,274.0,2025-02-05,Distribuidora Global S.A.
SKU-10529,Aspiradora Robot Inteligente,Hogar y Cocina,Loreal,7773.23,283.0,2025-11-07,Distribuidora Comercial Integradora
SKU-10622,Juego de Sábanas Matrimonial,Hogar y Cocina,Oster,,292.0,19/03/2025,Distribuidora Nacional
SKU-10721,Perfume Floral Dama 100ml,Belleza,Nike,1968.73,279.0,2025-03-13,Distribuidora Sur Express
SKU-10360,Mancuernas de Neopreno 5kg,Deportes,Adidas,9810.31,287.0,2025-09-21,Distribuidora Sur Express
SKU-10030,Bicicleta de Montaña R26,Deportes,Zara,,205.0,2025-01-06,Distribuidora Sur Express
SKU-10260,"Tablet HD 10""",Electrónica,Nike,13689.06,287.0,2025-06-22,Distribuidora Sur Express
SKU-10637,"Televisor Smart TV 55""",Electrónica,Under Armour,9885.77,166.0,15/08/2025,Distribuidora Comercial Integradora
SKU-10746,Auriculares Bluetooth inalámbricos,Electrónica,Oster,21257.37,,21/07/2025,Distribuidora del Norte
SKU-10570,Kit de Maquillaje Profesional,Belleza,Loreal,2245.46,276.0,21/08/2025,Distribuidora Global S.A.
SKU-10215,Botella de Agua Térmica,Deportes,Nike,9766.25,32.0,,Distribuidora Nacional
SKU-10078,"Laptop Portátil 15.6""",Electrónica,Adidas,12428.3,131.0,06/06/2025,Distribuidora Nacional
SKU-10578,Mancuernas de Neopreno 5kg,Deportes,Loreal,4959.23,176.0,,Distribuidora Comercial Integradora
SKU-10383,Chaqueta de Invierno Impermeable,Ropa y Calzado,Maybelline,1314.18,,2025-02-04,Distribuidora Nacional
SKU-10039,Cafetera de Filtro Eléctrica,Hogar y Cocina,Zara,7535.96,,26/10/2025,Distribuidora Nacional
SKU-10023,Vestido Casual de Verano,ropa y calzado,Adidas,261.15,323.0,,Distribuidora Nacional
SKU-10692,Juego de Sartenes Antiadherentes,Hogar y Cocina,Maybelline,5966.61,156.0,12/03/2025,Distribuidora Sur Express
SKU-10398,Mochila de Senderismo 40L,Deportes,Philips,806.95,290.0,,Distribuidora Nacional
SKU-10796,Tapete de Yoga Antideslizante,Deportes,Nike,6435.74,222.0,10/01/2025,Distribuidora Sur Express
SKU-10741,Juego de Sartenes Antiadherentes,HOGAR Y COCINA,Loreal,5038.94,3.0,2025-02-22,Distribuidora Sur Express
